symbol,company,price,sector,avg_volume,market_cap,pe_ratio,week52high,week52low
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.7,,6021,71100000,0,25.3105,20.56
ABX,Barrick Gold Corporation,13.18,Basic Materials,12914017,15375491160,17.81,20.365,12.6
ADRO,Aduro Biotech Inc.,6.05,Healthcare,511353,467687173,-4.45,14.05,5.825
ACRS,Aclaris Therapeutics Inc.,20.13,Healthcare,367941,620702088,-9.32,33.25,18.46
ACRX,AcelRx Pharmaceuticals Inc.,1.9,Industrials,378175,95642939,-1.7,5.75,1.55
ACHN,Achillion Pharmaceuticals Inc.,3.2,Healthcare,1960268,441144742,-6.67,5.66,2.58
ACRE,Ares Commercial Real Estate Corporation,12.65,Real Estate,141567,361663095,11,14.22,11.96
ABRN,Arbor Realty Trust 7.375% Senior Notes due 2021,25.35,,9356,0,0,25.87,25.02
ABUS,Arbutus Biopharma Corporation,5.65,Healthcare,192053,313868772,-4.83,8.25,2.55
AGO,Assured Guaranty Ltd.,38.07,Financial Services,1157315,4471468031,36.26,45.729,32.97
AGN,Allergan plc,164.04,Healthcare,3246220,54556931232,10.01,256.8,156
AGM,Federal Agricultural Mortgage Corporation,81.58,Financial Services,46894,866220030,0,82.97,53.78
AGI,Alamos Gold Inc. Class A,5.62,Basic Materials,2305857,2187036331,93.67,8.58,5.01
AGD,Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest,11.1,Financial Services,62465,139300360,0,11.5499,9.405
AGC,Advent Claymore Convertible Securities and Income Fund of Beneficial Interest,5.78,Financial Services,195020,158183248,0,6.49,5.4
AGTC,Applied Genetic Technologies Corporation,3.75,Healthcare,107751,67893379,46.87,8.4,3.25
AGEN,Agenus Inc.,4.35,Healthcare,1410690,435795676,-3.72,5.45,3.2
AFGH,,25.11,,0,0,0,25.11,0
AGX,Argan Inc.,40.4,Industrials,219209,628168248,8.88,72.9,37.8
AEHR,Aehr Test Systems,2.35,Technology,159756,51234787,-8.39,6.1,2.16
AFGE,,25.34,,0,0,0,25.34,0
AGS,PlayAGS Inc.,19.95,Consumer Cyclical,302074,670894321,0,20.8,16.66
AGR,Avangrid Inc.,50.22,Utilities,605198,15518244760,22.22,53.46,41.33
AHL-C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,26.05,Financial Services,23281,0,0,28.99,25.2104
AHL-D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,24.4,Financial Services,29429,1475639428,0,26.6,22.8984
AGLE,Aeglea BioTherapeutics Inc.,6.16,Healthcare,89902,101197484,-3.32,8.14,2.81
ADTN,ADTRAN Inc.,16.25,Technology,684242,782430854,20.06,25.1,15.65
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferre,25.48,Real Estate,79811,0,0,26.79,24.7
AHC,A.H. Belo Corporation,5.25,Consumer Cyclical,38335,114204122,-87.5,6.45,4.35
AHH,Armada Hoffler Properties Inc.,13.55,Real Estate,377055,608909900,13.69,16.005,12.655
AHL,Aspen Insurance Holdings Limited,37.85,Financial Services,861926,2251090900,-5.68,57.55,35.05
AHP,Ashford Hospitality Prime Inc.,9.04,Real Estate,263928,290375187,5.41,13.83,8.44
AHT,Ashford Hospitality Trust Inc,5.96,Real Estate,484272,584249622,4.58,7.735,5.42
AEP,American Electric Power Company Inc.,67.26,Utilities,4241045,33084110240,18.38,78.07,63.32
AES,The AES Corporation,10.45,Utilities,11068098,6901039615,10.35,12.05,9.865
AER,Aercap Holdings N.V.,51.96,Industrials,1387958,8210505177,8.2,55.665,42.35
AET,Aetna Inc.,178.51,Healthcare,2899491,58225022807,18.16,194.4,124.84
AFMD,Affimed N.V.,2.2,Healthcare,1145820,98277001,-2.82,2.95,1.15
AEY,ADDvantage Technologies Group Inc.,1.36,Technology,23591,13907353,0,2.33,1.31
AFHBL,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,25.41,,2032,0,0,27.871,24.92
AGM-B,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B,26.26,Financial Services,3739,0,0,28.8,26
AGM-A,Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock Series A,25,Financial Services,2928,0,0,28.06,24.75
AEB,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),24.22,Financial Services,22865,0,0,25.44,23.55
AEE,Ameren Corporation,56.32,Utilities,1892202,13665191823,19.83,64.89,51.89
AED,AEGON N.V. Perp. Cap. Securities (Netherlands),25.78,Financial Services,29180,0,0,26.47,24.55
AEG,AEGON N.V.,6.85,Financial Services,3437425,14076384025,8.15,7.02,4.73
AEH,AEGON N.V. Perp. Cap Secs.,25.64,Financial Services,53501,0,0,26.32,25.21
AEK,Aegon NV 8.00% Non-Cumulative Subordinated Notes due 2042,26.52,Financial Services,29954,0,0,26.89,25.54
AEM,Agnico Eagle Mines Limited,43.1,Basic Materials,1476593,10029337115,41.84,51.86,39.3
AEL,American Equity Investment Life Holding Company,31.79,Financial Services,634189,2839835256,10.09,35.7869,22.23
AEO,American Eagle Outfitters Inc.,18.44,Consumer Cyclical,3660066,3269558524,14.75,19.48,10.23
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,44.26,,13233,31066000,0,45.12,42.7526
AEGN,Aegion Corp,24.14,Industrials,120773,785197459,18.86,28.19,19.11
AFL,AFLAC Incorporated,89.65,Financial Services,2779463,34918675000,13.18,91.73,70.64
AGNC,AGNC Investment Corp.,19.39,Real Estate,4880652,7587226919,7.69,22.34,17.9399
AGM.A,Federal Agricultural Mortgage Corporation,78,Financial Services,294,791216478,0,80,50.6
AFH,Atlas Financial Holdings Inc.,18.45,Financial Services,28694,221966470,-20.05,21.5,12.15
AFI,Armstrong Flooring Inc.,14.66,Basic Materials,99535,377131520,61.08,22.96,13.32
AEIS,Advanced Energy Industries Inc.,65.56,Technology,521594,2599933571,15.11,95,60.85
AGFS,AgroFresh Solutions Inc.,7.69,Basic Materials,153489,387094468,0,9.05,2.61
AFG,American Financial Group Inc.,112.12,Financial Services,360275,9897393000,17.09,121.69,92.45
AFB,AllianceBernstein National Municipal Income Fund Inc,12.85,Financial Services,134424,369372428,0,14.22,12.61
AFC,Allied Capital Corporation 6.875% Notes due April 15 2047,25.4,Financial Services,13521,203599200,0,26.24,25.14
AHT-D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,25.25,Real Estate,13866,239274201,0,26,25.06
AFT,Apollo Senior Floating Rate Fund Inc.,16.22,Financial Services,70802,252595049,0,18.08,16.08
AGIIL,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,25.31,Financial Services,10353,0,0,26.25,24.9
AHGP,Alliance Holdings GP L.P.,26.46,Basic Materials,117193,1583974980,8.29,32.31,22.71
ADVM,Adverum Biotechnologies Inc.,6.4,Healthcare,1797918,396671066,-5.16,8.59,2.4
AHP-B,Ashford Hospitality Prime Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,18.371,Real Estate,6999,528009067,0,22.09,17.92
ADSW,Advanced Disposal Services Inc.,23.95,Industrials,329618,2119364096,42.77,25.71,20.94
AGII,Argo Group International Holdings Ltd.,60.5,Financial Services,164064,1790800000,-110,69.025,56.15
AGIO,Agios Pharmaceuticals Inc.,77.7,Healthcare,846172,4454287776,-11.53,82.96,45.11
ADXSW,Advaxis Inc. Warrants,0.49,Healthcare,4726,0,0,5.8509,0.4499
AEUA,Anadarko Petroleum Corporation 7.50% Tangible Equity Units,36.04,Energy,30032,0,0,48.28,30.95
AGN-A,Allergan plc. 5.50% Mandatory Convertible Preferred Shares Series A,577.05,Healthcare,55168,0,0,907.69,549.88
AGYS,Agilysys Inc.,11.59,Technology,41334,270199478,-68.18,13,8.75
ADT,ADT Inc.,11.58,Industrials,6848022,8672833797,0,13.02,11.12
AGM-C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,26.75,Financial Services,385,0,0,31.2499,26.09
ADX,Adams Diversified Equity Fund Inc.,15.34,Financial Services,282216,1516099662,0,16.11,13.4601
AETI,American Electric Technologies Inc.,1.4,Industrials,34939,12137510,0,2.8,1.2
ADXS,Advaxis Inc.,2.51,Healthcare,890758,106132566,-1.09,10.06,2.43
AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond Fund,48.23,,10572,29007000,0,48.65,47.78
AGRX,Agile Therapeutics Inc.,3.69,Healthcare,272957,126147602,-3.58,5.6,1.93
AGRO,Adecoagro S.A.,9.21,Consumer Defensive,599134,1127136516,65.79,12.9,8.3304
ADUS,Addus HomeCare Corporation,35.7,Healthcare,24591,415250226,24.12,40.75,29.9
AFAM,Almost Family Inc,57.5,Healthcare,162710,803156033,27,66.15,40.15
AHPAW,Avista Healthcare Public Acquisition Corp. Warrants,0.315,,33206,0,0,0.5839,0.2
AGCO,AGCO Corporation,67.08,Industrials,836097,5336170935,22.21,75.95,58
AFSS,,22.88,,0,0,0,22.88,0
AFST,,24.99,,0,0,0,24.99,0
AG,First Majestic Silver Corp. (Canada),5.78,Basic Materials,5078856,959197670,-578,10.02,4.93
AGNCB,AGNC Investment Corp. Depositary Shares representing 1/1000th Series B Preferred Stock,25.82,Real Estate,16916,8941876642,0,26.8685,25.05
AERI,Aerie Pharmaceuticals Inc.,54.9,Healthcare,385936,2153328042,-16.44,66.6,38.1375
AEZS,Aeterna Zentaris Inc.,1.9,Healthcare,801871,31237444,-0.99,3.75,0.7816
AHPA,Avista Healthcare Public Acquisition Corp.,9.91,Industrials,44685,384400000,0,10.07,9.28
AFSI,AmTrust Financial Services Inc.,13.15,Financial Services,1529897,2577749461,12.41,27.91,8.8
AEMD,Aethlon Medical Inc.,1.53,Technology,516774,25367899,-1.63,5.1701,0.7906
AHPI,Allied Healthcare Products Inc.,2.02,Healthcare,11263,8107345,0,3.7499,1.5301
AHPAU,Avista Healthcare Public Acquisition Corp. Unit,10.33,Industrials,353,0,0,10.51,10.05
AGO-B,Assured Guaranty Ltd.,25.73,,4261,0,0,26.7235,25.3305
AGO-E,Assured Guaranty Ltd.,25.09,Financial Services,13169,0,0,26.82,24.91
AGO-F,Assured Guaranty Ltd.,24.55,,5218,0,0,25.68,24.13
AGFSW,AgroFresh Solutions Inc. Warrants,0.5,,9316,0,0,1.25,0.11
AKO.A,Embotelladora Andina S.A.,27.26,Consumer Defensive,8427,3454180678,0,28.25,20.1612
AKO.B,Embotelladora Andina S.A.,30.38,Consumer Defensive,31393,3849523441,28.39,31.07,22.27
ALLE,Allegion plc,82.72,Industrials,761492,7861927181,22.54,89.81,72.45
ALDX,Aldeyra Therapeutics Inc.,7.25,Healthcare,105292,138603151,-5.18,11.9,3.8
ALDW,Alon USA Partners LP representing Limited Partner Interests,16.55,Energy,228350,1034860378,1655,19.28,8.65
ALL-F,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,26.01,Financial Services,26043,0,0,27.92,25.02
ALL-E,Allstate Corporation Depositary Shares Series E,25.95,Financial Services,76358,0,0,27.74,25.7
ALL-D,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,25.88,Financial Services,7558,0,0,27.98,25.5977
ALL-C,Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C,25.89,Financial Services,44503,0,0,27.74,25.59
ALDR,Alder BioPharmaceuticals Inc.,13.55,Healthcare,2128379,919283368,-2.53,24.65,8.6
ALL-A,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,25.13,Financial Services,15695,0,0,26.43,24.63
ALLT,Allot Communications Ltd.,5.43,Technology,77063,179811083,-15.08,6.09,4.54
ALLY,Ally Financial Inc.,28.67,Financial Services,3835480,12530338180,11.9,31.29,18.11
ALBO,Albireo Pharma Inc.,34.53,Healthcare,106712,385525758,0,39.8699,15.31
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,25,,10810,0,0,26.829,24.54
AKCA,Akcea Therapeutics Inc.,21.88,Healthcare,251744,1455930843,-121.56,31.23,8.1
ALIM,Alimera Sciences Inc.,1.28,Healthcare,156022,88509880,-4.57,1.72,1.03
ALEX,Alexander & Baldwin Inc. REIT Holding Company,23.48,Real Estate,489920,1687961633,0,46.96,21.78
AMCX,AMC Networks Inc.,52.58,Consumer Cyclical,721127,3252779675,7.55,67.61,46.89
AMCN,AirMedia Group Inc,1.07,Consumer Cyclical,640219,67211931,0,3.3,1.01
AKTS,Akoustis Technologies Inc.,6.26,Technology,115062,137777135,-18.97,14,4.91
ALRM,Alarm.com Holdings Inc.,38.4,Technology,471220,1810191859,42.67,49.49,27.05
ALRN,Aileron Therapeutics Inc.,7.76,Healthcare,24719,114217787,-8.82,15.48,7.3757
AKTX,Akari Therapeutics Plc,2.39,Healthcare,226728,36464070,-7.47,22.1998,2.06
AIPT,Precision Therapeutics Inc.,1.1,Healthcare,0,11190898,0,1.5,0.83
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,26.8,,5345,9481500,0,28.53,24.4
AJX,Great Ajax Corp.,13.2,Real Estate,39298,240926070,8.52,15.4,12.27
AMAG,AMAG Pharmaceuticals Inc.,18.5,Healthcare,1425441,654425309,-92.5,25.2,11.925
AKAM,Akamai Technologies Inc.,66.89,Technology,2090300,11371300000,35.77,69.56,44.65
AMAT,Applied Materials Inc.,55.03,Technology,15366029,57975875480,16.93,60.89,35.515
AMC,AMC Entertainment Holdings Inc. Class A,14.4,Consumer Cyclical,2076880,1857770093,-14.12,32.1,10.8
ALNA,Allena Pharmaceuticals Inc.,7.31,Healthcare,60305,151099557,0,15.4,6.15
AMD,Advanced Micro Devices Inc.,11.82,Technology,61047819,11403919487,197,15.65,9.7
ALNY,Alnylam Pharmaceuticals Inc.,122.88,Healthcare,920869,12271757722,-22.71,147.63,45
AKER,Akers Biosciences Inc,0.3998,Healthcare,21222844,12561937,0,2.9,0.122
AHT-G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,22.9,Real Estate,17596,0,0,25.4425,22.231
AHT-F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,23,Real Estate,18389,0,0,25.5,22.21
AHT-I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,23.15,Real Estate,80291,0,0,25.16,22.65
AHT-H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,22.9,Real Estate,20919,0,0,25.47,22.44
AI-B,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,24.95,Financial Services,1961,0,0,26.5238,22.875
AINV,Apollo Investment Corporation,5.5,Financial Services,1002060,1190880878,8.09,6.815,5.3
ALOG,Analogic Corporation,84.9,Healthcare,85443,1059954511,102.29,89.5,66
ALGT,Allegiant Travel Company,167,Industrials,183163,2655300000,17.51,178.2,111.5375
ALGN,Align Technology Inc.,251.5,Healthcare,1415451,20164692556,64.49,287.32,100.025
ALTY,Global X SuperDividend Alternatives ETF,14.8,,8253,0,0,16,14.4001
ALTR,Altair Engineering Inc.,26.84,Technology,225229,1688307716,0,28.9,16.55
AKS,AK Steel Holding Corporation,5.96,Basic Materials,24055438,1876712031,17.53,9.19,4
AKR,Acadia Realty Trust,23.06,Real Estate,709025,1930256555,15.07,32.89,21.34
AKP,Alliance California Municipal Income Fund Inc,12.92,Financial Services,29789,110526311,0,14.02,12.49
ALL-B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,25.69,Financial Services,31208,0,0,28.29,25.1046
ALP-Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),25.21,Utilities,40204,0,0,27.05,24.49
AIV-A,Apartment Investment and Management Company Preferred Series Class A,25.69,Real Estate,5806,0,0,27.8,25.56
AIMT,Aimmune Therapeutics Inc.,37.2,Healthcare,437329,1903286329,-15.83,40.65,15.97
ALQA,Alliqua BioMedical Inc.,1.73,Healthcare,151355,8575978,-0.32,8.48,1.5788
AIMC,Altra Industrial Motion Corp.,46.45,Industrials,148674,1359840565,23.34,53.7,36.5
AKBA,Akebia Therapeutics Inc.,14.14,Healthcare,274088,668385823,-4.47,20.25,8.5801
ALL,Allstate Corporation (The),95.04,Financial Services,2892303,33739200000,14.16,105.36,79.09
ALK,Alaska Air Group Inc.,64.97,Industrials,3408873,7991088257,9.8,101.43,59.25
ALG,Alamo Group Inc.,112.83,Industrials,56098,1312483015,26.18,120.585,70.53
ALE,Allete Inc.,69.34,Utilities,337391,3539089886,20.7,81.24,64.56
ALB,Albemarle Corporation,112.24,Basic Materials,2472302,12402031868,27.78,144.99,91.02
ALX,Alexander's Inc.,353.13,Real Estate,7806,1803537318,0,441.54,332.975
ALV,Autoliv Inc.,145.81,Consumer Cyclical,684526,12678637781,22.13,152.57,96.08
ALT,Altimmune Inc.,1.43,Healthcare,195374,22852854,0.13,10.8,1.34
ALCO,Alico Inc.,26.75,Consumer Defensive,5792,220670300,0,34.8,25.5
AIY,Apollo Investment Corporation 6.875% Senior Notes due 2043,25.56,Financial Services,7072,0,0,26.86,25.32
AIZ,Assurant Inc.,89.92,Financial Services,416847,4718588687,22.82,106.985,84.98
AIT,Applied Industrial Technologies Inc.,72.15,Industrials,328086,2790376935,25.4,75.35,54
AIW,Arlington Asset Investment Corp 6.625% Notes due 2023,24.2,Financial Services,1206,0,0,25.45,23.61
AIV,Apartment Investment and Management Company,39.69,Real Estate,1201799,6232255333,16.2,46.855,38.19
AIR,AAR Corp.,42.5,Industrials,296424,1475998353,29.11,44.04,31.97
AIN,Albany International Corporation,65.95,Consumer Cyclical,131173,2123485535,153.37,67.15,43.45
AIG,American International Group Inc.,59.47,Financial Services,6858944,53463530000,26.55,67.3,57.85
AIF,Apollo Tactical Income Fund Inc.,15.64,Financial Services,78159,226217367,0,16.7699,15.37
AIA,iShares Asia 50 ETF,70.07,,190334,917786000,0,72.96,50.04
AIC,,24.13,,0,0,0,24.13,0
AMBCW,Ambac Financial Group Inc. Warrants,7.23,Financial Services,22820,0,0,12.78,5.04
AMBR,Amber Road Inc.,9.68,Technology,204853,263417697,-20.6,10.2899,6.14
ALSN,Allison Transmission Holdings Inc.,39.32,Consumer Cyclical,1471938,5574032533,14.51,45.69,32.9301
ALSK,Alaska Communications Systems Group Inc.,2.22,Communication Services,117780,232866980,0,2.91,1.6
ALJJ,ALJ Regional Holdings Inc.,2.31,Basic Materials,60164,87408172,0,4.06,2.26
AMBA,Ambarella Inc.,48.27,Technology,1083462,1607705141,28.73,66.23,40.06
AMBC,Ambac Financial Group Inc.,16.27,Financial Services,407835,736236471,0,23.55,13.17
AKAO,Achaogen Inc.,10.92,Healthcare,1169243,462938210,-3.43,27.79,9.83
AKRX,Akorn Inc.,31.85,Healthcare,1377569,3983499279,0,34,20
